,id,title,release_year,runtime,budget,revenue,vote_average,vote_count,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8
26253,18598,Her Best Move,2007,101,0,0,3.9,8,Comedy,Drama,Family,,,,,
26255,22451,The Bone Snatcher,2003,90,0,0,4.5,12,Science Fiction,Horror,,,,,,
26256,14059,Snow Buddies,2008,87,0,0,4.9,42,Family,,,,,,,
26257,174343,Trust Me,2013,90,0,0,5.5,27,Comedy,,,,,,,
26258,21935,The Haunting Hour: Don't Think About It,2007,87,3000000,0,5.6,22,Fantasy,Horror,Family,,,,,
26260,32582,The Message,2009,118,0,0,7.2,27,Drama,Thriller,,,,,,
26261,15166,The Gene Generation,2007,96,2500000,0,4.7,33,Action,Science Fiction,,,,,,
26264,58309,School For All,2006,97,0,0,5.5,5,Comedy,,,,,,,
26267,114299,Sex and Consequences,2006,100,0,0,5.3,3,Drama,Thriller,Romance,,,,,
26269,51490,On the Inside,2011,95,4000000,0,5.0,16,Drama,Thriller,,,,,,
26271,35153,The Heavy,2010,102,4500000,0,4.9,20,Thriller,Action,Adventure,,,,,
26273,54940,Ground Control,1998,98,500000,0,5.6,18,Action,Adventure,Drama,Thriller,,,,
26274,14407,Guy X,2005,101,0,0,6.1,5,Comedy,,,,,,,
26275,18278,Perkins' 14,2009,95,0,0,4.8,17,Horror,Thriller,,,,,,
26277,81972,The Hunters,2011,111,0,0,3.9,14,Drama,Horror,Thriller,,,,,
26279,68116,Incubus,2006,84,0,0,3.5,10,Horror,,,,,,,
26280,42189,Kevin Hart: Seriously Funny,2010,72,0,0,7.6,45,Comedy,,,,,,,
26281,42187,Shark Attack 2,2001,98,0,0,4.1,18,Horror,Action,Thriller,Foreign,,,,
26284,241982,One Husband Too Many,2010,0,0,0,5.5,4,Comedy,,,,,,,
26285,45752,Scooby-Doo! Camp Scare,2010,72,0,0,7.3,23,Animation,Comedy,Family,,,,,
26286,209401,Half of a Yellow Sun,2014,106,0,0,5.1,10,Romance,Drama,,,,,,
26291,161243,Men to Kiss,2012,83,0,0,3.8,3,,,,,,,,
26293,315362,Beck 28 - Familjen,2015,90,0,0,6.3,9,Thriller,Crime,Mystery,,,,,
26296,82326,Koran by Heart,2011,90,0,0,6.0,1,Documentary,,,,,,,
26298,108822,Night and Day,1991,90,0,0,5.0,1,Drama,,,,,,,
26299,245169,Three Night Stand,2013,86,0,0,4.7,19,Comedy,Drama,,,,,,
26305,138513,In His Father's Shoes,1997,105,0,0,0.0,0,Drama,Family,TV Movie,,,,,
26306,120990,Jim Norton: Please Be Offended,2012,60,0,0,7.0,4,Comedy,,,,,,,
26313,63039,Noah's Ark,1999,160,0,0,3.9,12,TV Movie,Drama,,,,,,
26314,122192,The Lookout,2012,89,0,0,5.5,34,Action,Crime,,,,,,
26315,30554,When A Stranger Calls Back,1993,94,0,0,5.2,16,Horror,Thriller,,,,,,
26317,98368,Ritual,2012,87,200000,0,5.5,35,Horror,Thriller,,,,,,
26319,84575,Tooth Fairy 2,2012,90,5000000,0,4.6,38,Comedy,Family,,,,,,
26321,66945,Love's Kitchen,2011,86,0,0,4.8,20,Drama,Romance,Comedy,,,,,
26324,133365,The Diary of Anne Frank,2009,100,0,0,7.3,44,Drama,,,,,,,
26325,24649,Wishcraft,2002,102,0,0,5.5,8,Horror,,,,,,,
26326,52627,Knights,1993,95,0,0,5.0,5,Action,Adventure,Science Fiction,,,,,
26327,45760,The Chatterley Affair,2006,90,0,0,2.8,3,TV Movie,Drama,Romance,,,,,
26328,47963,Fanny Hill,2007,120,0,0,6.2,8,Drama,,,,,,,
26329,63339,The Suspicions of Mr. Whicher: The Murder at Road Hill House,2011,94,0,0,5.8,14,Drama,Mystery,TV Movie,,,,,
26331,102222,The Philly Kid,2012,94,5000000,0,4.8,18,Drama,Action,,,,,,
26332,246011,Ping Pong Summer,2014,92,0,25781,6.1,16,Comedy,,,,,,,
26333,57326,Sabretooth,2002,90,0,0,4.5,4,Horror,Science Fiction,,,,,,
26335,27771,Sometimes They Come Back... for More,1998,89,0,0,3.6,15,Horror,,,,,,,
26337,70703,The Captains,2011,97,0,0,6.5,40,Documentary,Science Fiction,,,,,,
26339,18202,Merlin's Apprentice,2006,176,12000000,0,5.0,10,Adventure,Fantasy,,,,,,
26341,96716,The Bumblebee Flies Anyway,2000,95,0,0,5.7,9,Drama,Romance,,,,,,
26343,24102,The Land Before Time VII: The Stone of Cold Fire,2000,75,0,0,5.9,51,Adventure,Fantasy,Animation,Science Fiction,Family,,,
26345,44966,The Freebie,2010,78,0,0,3.8,8,Drama,,,,,,,
26346,56529,The Violent Kind,2010,89,0,0,5.3,12,Horror,,,,,,,
26347,13480,Ricky Gervais: Out of England - The Stand-Up Special,2008,72,0,0,7.3,13,Comedy,,,,,,,
26350,32139,Soccer Dog: The Movie,1999,99,0,0,3.5,2,Comedy,Family,,,,,,
26351,255692,Ice Soldiers,2013,95,0,0,3.7,33,Action,Science Fiction,,,,,,
26353,53729,Wild Cherry,2009,120,3500000,0,4.7,16,Comedy,,,,,,,
26355,27417,The Roost,2005,80,0,0,5.3,13,Horror,,,,,,,
26356,59424,Sonny Boy,2011,130,0,0,6.0,18,Drama,Romance,War,,,,,
26357,49597,Vampires: The Turning,2005,84,0,0,3.4,8,Action,Adventure,Horror,,,,,
26358,58718,Siren,2010,86,0,0,4.0,16,Thriller,Horror,Action,,,,,
26359,25556,The Land Before Time IX: Journey to the Big Water,2002,71,0,0,6.1,40,Animation,Family,,,,,,
26360,16004,Love n' Dancing,2009,93,0,0,5.5,8,Romance,Drama,,,,,,
26361,15066,Walking Tall: The Payback,2007,88,0,0,5.6,8,Crime,Adventure,Action,,,,,
26364,62904,Mask Maker,2010,90,0,0,5.5,11,Horror,,,,,,,
26365,71461,Thorne: Sleepyhead,2010,125,0,0,6.0,13,Crime,Drama,Mystery,Thriller,,,,
26366,43219,La Mission,2009,117,2000000,0,6.8,12,Drama,,,,,,,
26367,34734,Stir of Echoes: The Homecoming,2007,89,0,0,3.7,11,Horror,Thriller,,,,,,
26369,48358,The Canterville Ghost,1996,92,0,0,6.1,8,TV Movie,Fantasy,Drama,Family,,,,
26375,57016,Mandela,1996,118,0,0,6.1,7,Documentary,History,,,,,,
26376,113210,TekWar: TekJustice,1994,100,0,0,6.0,1,Science Fiction,,,,,,,
26379,239706,Sam Peckinpah's West: Legacy of a Hollywood Renegade,2004,89,0,0,6.0,1,Documentary,,,,,,,
26383,68202,Without Men,2011,83,4,0,4.6,8,Comedy,Romance,,,,,,
26385,25587,The Land Before Time VIII: The Big Freeze,2001,75,0,0,5.7,41,Adventure,Animation,Family,,,,,
26389,57943,The Love Letter,1998,98,0,0,5.3,4,Comedy,Drama,Fantasy,Romance,,,,
26390,24554,The Land Before Time X: The Great Longneck Migration,2003,84,0,0,6.3,44,Adventure,Animation,Family,,,,,
26399,38932,Holy Water,2009,93,0,0,5.8,15,Comedy,,,,,,,
26400,42904,Supernova,2005,172,0,0,3.1,14,Science Fiction,Action,Drama,,,,,
26402,65496,Student Services,2010,101,0,0,4.4,50,Drama,,,,,,,
26403,251768,JLA Adventures: Trapped in Time,2014,52,0,0,5.9,60,Family,Animation,Action,Science Fiction,,,,
26404,259074,Joy Ride 3,2014,96,0,0,4.5,53,Thriller,,,,,,,
26405,70877,Inside Out,2011,93,0,0,4.5,14,Drama,Crime,,,,,,
26406,42303,The Karate Dog,2004,84,0,0,3.5,10,Action,Adventure,Comedy,Crime,Family,,,
26407,61168,Since You've Been Gone,1998,96,0,0,4.0,10,TV Movie,Comedy,Romance,,,,,
26408,34128,Peter and Vandy,2009,78,500000,11276,6.5,8,Drama,Comedy,Romance,,,,,
26409,37404,Hercules and the Amazon Women,1994,91,0,0,5.2,23,Action,Adventure,Fantasy,TV Movie,,,,
26410,36421,Howling VI: The Freaks,1991,102,0,0,4.2,19,Horror,,,,,,,
26413,150229,Tomorrow You're Gone,2012,91,0,0,3.9,15,Thriller,,,,,,,
26414,256740,Wicked Blood,2014,92,3500000,0,5.3,37,Action,Drama,Thriller,,,,,
26415,58096,Killer Pad,2008,84,0,0,3.8,10,Comedy,Horror,,,,,,
26419,49848,"Little Fish, Strange Pond",2009,80,485000,0,3.3,4,Drama,Crime,Comedy,,,,,
26420,41589,Trading Mom,1994,82,0,0,5.1,12,Comedy,Family,,,,,,
26421,51438,MVP 2: Most Vertical Primate,2001,87,0,0,6.2,5,Comedy,Drama,,,,,,
26422,21518,Air Bud: Seventh Inning Fetch,2002,93,0,0,4.6,34,Comedy,Drama,Family,,,,,
26423,34672,Chestnut: Hero of Central Park,2004,87,0,0,6.1,20,Family,,,,,,,
26424,26266,Spymate,2006,81,0,0,4.7,5,Adventure,Comedy,,,,,,
26425,9973,Air Buddies,2006,80,9000000,0,5.5,50,Adventure,Comedy,Family,,,,,
26426,48844,The Search for Santa Paws,2010,89,0,0,5.2,32,Adventure,,,,,,,
26427,70587,Spooky Buddies,2011,88,0,0,4.8,24,Comedy,Family,,,,,,
26428,78047,Treasure Buddies,2012,93,0,0,4.2,19,Adventure,Family,,,,,,
26429,142308,Santa Paws 2: The Santa Pups,2012,88,0,0,5.1,15,Family,,,,,,,
26430,149910,Super Buddies,2013,81,0,0,6.0,31,Family,,,,,,,
26431,71376,Malicious,1995,92,0,0,5.7,7,Drama,Thriller,,,,,,
26432,173793,White Tiger,1996,93,0,0,6.0,2,Action,,,,,,,
26433,26042,Warlock III: The End of Innocence,1999,94,2000000,0,4.2,15,Fantasy,Horror,,,,,,
26434,59120,The Lost Tribe,2009,86,1000000,0,5.6,12,Action,Adventure,Drama,Horror,Thriller,,,
26438,30028,Assault of the Party Nerds 2,1995,86,0,0,0.0,0,Comedy,Thriller,,,,,,
26439,31277,Popstar,2005,94,0,0,2.1,8,Romance,Family,Comedy,,,,,
26440,73548,Miracle Dogs Too,2006,85,600000,0,5.3,2,Drama,Family,,,,,,
26441,77874,InSight,2011,92,0,17011,5.2,12,Thriller,Mystery,Foreign,,,,,
26442,133446,Imaginary Friend,2012,99,0,0,4.5,11,Thriller,,,,,,,
26443,210059,In the Dark,2013,88,0,0,4.8,3,TV Movie,Thriller,Drama,Mystery,,,,
26444,240913,Non-Stop,2013,90,0,0,5.7,17,TV Movie,Drama,Mystery,Thriller,,,,
26445,283105,Expecting Amish,2014,85,0,0,5.9,7,TV Movie,Drama,,,,,,
26446,51768,Rough Riders,1997,240,0,0,4.1,4,Drama,,,,,,,
26448,113215,TekWar: TekLab,1994,105,0,0,7.3,3,Science Fiction,,,,,,,
26449,113209,TekWar: TekLords,1994,96,0,0,6.0,1,Science Fiction,,,,,,,
26450,89872,Musical Chairs,2012,102,0,0,0.0,0,Drama,Romance,,,,,,
26453,246218,The Underneath,2013,88,0,0,3.0,3,Horror,Thriller,Science Fiction,,,,,
26455,133491,The Delay,2012,84,0,0,5.7,3,Drama,Foreign,,,,,,
26459,224937,Nervous Ticks,1992,95,0,0,0.0,0,Comedy,Romance,,,,,,
26462,85429,Pretty Devils,2000,95,0,0,4.3,4,Drama,Foreign,Comedy,,,,,
26468,64130,The Rainbow Tribe,2011,90,0,0,5.3,4,Drama,Family,,,,,,
26470,84312,Mosquita y Mari,2012,85,0,0,6.6,10,Drama,,,,,,,
26472,218443,Graveyard Shift,2005,85,0,0,5.9,4,Thriller,Comedy,,,,,,
26473,79190,Jabberwock Dragon Siege,2011,140,0,0,3.0,5,Action,Adventure,Fantasy,,,,,
26479,112648,Stranded,2002,96,0,0,3.8,5,Action,Adventure,Science Fiction,,,,,
26480,44663,Moscow Chill,2007,90,0,0,3.5,5,Thriller,Action,,,,,,
26482,73424,True Adolescents,2009,88,0,0,6.4,9,Comedy,,,,,,,
26484,260535,The Little Rascals Save the Day,2014,93,8000000,0,5.9,25,Comedy,,,,,,,
26485,90376,"Love, Cheat & Steal",1993,96,0,0,5.3,3,Thriller,,,,,,,
26486,81010,Ticket Out,2011,89,0,0,5.2,14,Thriller,,,,,,,
26489,136867,Oliver Twist,1999,386,0,0,6.3,12,Drama,,,,,,,
26491,49429,Older Than America,2008,102,0,0,4.2,3,Drama,Thriller,,,,,,
26493,4968,The Piano Player,2003,91,0,0,3.6,4,Action,Drama,Crime,Thriller,,,,
26495,16997,The Man Who Came Back,2008,122,0,0,6.0,2,Action,Drama,Western,,,,,
26497,28282,Waterborne,2005,80,0,0,5.5,4,Action,Drama,Thriller,,,,,
26498,49050,Oblivion,1994,94,0,0,6.1,8,Adventure,Science Fiction,Western,Comedy,,,,
26501,55529,The Thirst,2007,88,0,0,2.9,7,Horror,,,,,,,
26502,58664,Mostly Ghostly,2008,93,3600000,0,4.8,10,Family,Fantasy,Horror,,,,,
26505,32978,Necrosis,2009,90,0,0,3.8,8,Horror,Thriller,,,,,,
26508,60173,Nemesis 4: Death Angel,1996,80,0,0,4.4,6,Action,Thriller,Science Fiction,,,,,
26509,107096,Nemesis 3: Time Lapse,1996,85,0,0,5.3,4,Action,Thriller,Science Fiction,,,,,
26511,44773,The 7 Adventures of Sinbad,2010,93,0,0,2.8,12,Adventure,Action,,,,,,
26512,38132,My 5 Wives,2000,100,0,0,3.9,4,Comedy,,,,,,,
26513,73257,My Brother the Pig,1999,92,0,0,3.9,5,Fantasy,Comedy,Science Fiction,Family,,,,
26514,44381,Napoleon,1995,81,0,0,5.5,15,Adventure,Family,,,,,,
26516,69792,Love Birds,2011,103,0,0,6.1,13,Comedy,Romance,,,,,,
26517,16309,Monster,2008,86,0,0,1.7,7,Action,Horror,Science Fiction,,,,,
26518,106968,The Road Killers,1994,89,0,0,6.0,5,Drama,Action,Thriller,Crime,,,,
26521,76864,Tic Tac,1997,96,0,0,5.9,7,Drama,Thriller,,,,,,
26523,34586,Kandahar,2010,103,7000000,15172408,6.4,12,Drama,Action,,,,,,
26527,45568,Legacy,2010,93,0,0,5.2,11,Drama,Thriller,,,,,,
26529,23816,Sands Of Oblivion,2007,94,0,0,3.6,10,TV Movie,Action,Adventure,Fantasy,,,,
26530,71204,Tempted,2001,95,0,0,4.0,4,Thriller,Mystery,Romance,,,,,
26531,48374,Piranha,1995,89,0,0,4.1,19,Horror,,,,,,,
26532,31242,Just 4 Kicks,2003,92,0,0,4.0,1,Family,,,,,,,
26533,30402,Intermedio,2005,82,1000000,0,1.3,4,Horror,Thriller,,,,,,
26535,45662,Space Chimps 2: Zartog Strikes Back,2010,76,0,0,4.5,27,Animation,Family,,,,,,
26537,53953,The Tooth Fairy,2006,0,0,0,4.3,13,Horror,,,,,,,
26539,50364,The Bad Mother's Handbook,2007,71,0,0,6.3,6,Comedy,Drama,Family,Foreign,Romance,,,
26550,59117,Torrente 4: Lethal crisis,2011,93,0,0,5.6,47,Action,Comedy,Crime,,,,,
26551,254869,Torrente 5: Operación Eurovegas,2014,105,9272437,11672363,5.2,69,Action,Comedy,,,,,,
26552,109689,I Want You,2012,75,0,0,6.6,317,Drama,Romance,,,,,,
26553,76341,Mad Max: Fury Road,2015,120,150000000,378858340,7.3,9629,Action,Adventure,Science Fiction,Thriller,,,,
26554,280092,Insidious: Chapter 3,2015,97,10000000,104303851,6.3,1005,Drama,Horror,Thriller,,,,,
26555,140607,Star Wars: The Force Awakens,2015,136,245000000,2068223624,7.5,7993,Action,Adventure,Science Fiction,Fantasy,,,,
26556,271969,Ben-Hur,2016,125,100000000,94061311,5.3,642,Adventure,Drama,Action,,,,,
26557,68735,Warcraft,2016,123,160000000,433677183,6.3,2325,Action,Adventure,Fantasy,,,,,
26558,99861,Avengers: Age of Ultron,2015,141,280000000,1405403694,7.3,6908,Action,Adventure,Science Fiction,,,,,
26559,76600,Avatar 2,2020,0,0,0,0.0,58,Action,Adventure,Fantasy,Science Fiction,,,,
26560,166426,Pirates of the Caribbean: Dead Men Tell No Tales,2017,129,230000000,794191988,6.6,2814,Adventure,Action,Fantasy,Comedy,,,,
26561,141052,Justice League,2017,0,0,0,0.0,0,Action,Adventure,Fantasy,Science Fiction,,,,
26562,102899,Ant-Man,2015,117,130000000,519311965,7.0,6029,Science Fiction,Action,Adventure,,,,,
26563,166424,Fantastic Four,2015,100,120000000,167977596,4.4,2322,Action,Adventure,Science Fiction,,,,,
26564,293660,Deadpool,2016,108,58000000,783112979,7.4,11444,Action,Adventure,Comedy,,,,,
26565,284053,Thor: Ragnarok,2017,0,0,0,0.0,0,Action,Adventure,Fantasy,Science Fiction,,,,
26566,283995,Guardians of the Galaxy Vol. 2,2017,137,200000000,863416141,7.6,4858,Action,Adventure,Comedy,Science Fiction,,,,
26567,271110,Captain America: Civil War,2016,147,250000000,1153304495,7.1,7462,Adventure,Action,Science Fiction,,,,,
26568,284052,Doctor Strange,2016,115,165000000,677718395,7.1,5880,Action,Adventure,Fantasy,Science Fiction,,,,
26569,246655,X-Men: Apocalypse,2016,144,178000000,543934787,6.4,4831,Science Fiction,,,,,,,
26570,72900,Manolito Four Eyes,1999,89,0,0,5.4,8,Comedy,Foreign,,,,,,
26571,77680,El robobo de la jojoya,1991,82,0,3370574,4.6,7,Comedy,,,,,,,
26572,268171,Elsa & Fred,2014,104,10000000,0,6.2,31,Comedy,Family,Romance,,,,,
26573,54148,Soccer Days,2003,113,0,12212123,6.2,15,Comedy,Foreign,,,,,,
26575,290695,Melbourne,2014,93,0,0,6.2,5,Drama,,,,,,,
26576,133790,Clear History,2013,100,0,0,6.2,122,Comedy,,,,,,,
26577,279914,The Identical,2014,107,12000000,0,4.9,14,Music,Drama,,,,,,
26579,214264,The Gamers: Hands of Fate,2013,125,0,0,6.3,10,Fantasy,Comedy,Romance,,,,,
26580,270343,Love at First Fight,2014,98,0,23598,6.3,153,Comedy,Romance,,,,,,
26583,144676,Scorpio One,1998,92,0,0,3.0,4,Science Fiction,,,,,,,
26584,118439,The Gambler Returns: The Luck Of The Draw,1991,180,0,0,3.0,2,Western,,,,,,,
26588,26631,In the Blood,2006,82,0,0,5.0,1,Horror,Thriller,,,,,,
26594,82868,I Don't Buy Kisses Anymore,1992,110,0,0,5.0,3,Comedy,Romance,,,,,,
26599,107073,The Prize,2011,115,0,0,5.9,4,Drama,Foreign,,,,,,
26607,84346,The Tsunami and the Cherry Blossom,2011,39,0,0,5.0,1,Documentary,Foreign,,,,,,
26609,68351,Sankofa,1993,124,1000000,2691899,6.9,5,Drama,,,,,,,
26610,12427,Teza,2008,140,0,0,7.4,5,Drama,Thriller,,,,,,
26614,74694,Heidi,1993,193,0,0,6.8,16,Drama,Family,,,,,,
26615,1163,The Miracle Worker,2000,95,0,0,5.1,6,Drama,TV Movie,,,,,,
26618,45020,Mercy,2009,87,0,0,5.2,6,Drama,Romance,,,,,,
26619,16652,Happily N'Ever After 2,2009,75,0,0,4.0,51,Animation,,,,,,,
26620,128598,Left for Dead,2007,84,0,0,4.7,6,Western,Action,Horror,,,,,
26621,52251,Hotel,2004,73,0,0,6.0,11,Horror,Drama,Thriller,,,,,
26623,21533,Voyage of the Unicorn,2001,170,0,0,5.7,14,Adventure,Fantasy,TV Movie,,,,,
26626,62410,P.U.N.K.S,1999,115,0,0,4.9,5,Comedy,Family,Science Fiction,,,,,
26627,24059,When a Man Falls,2007,86,0,0,3.8,2,Drama,Thriller,,,,,,
26630,168164,The Expedition to the End of the World,2013,90,0,0,7.5,2,Documentary,,,,,,,
26631,216457,Jealousy,2013,77,4000000,0,6.4,17,Drama,,,,,,,
26633,229594,A Dangerous Place,1995,97,0,0,7.0,2,Action,Thriller,,,,,,
26634,215405,Magic Kid,1993,90,0,0,4.5,4,Action,Family,Comedy,,,,,
26639,75826,Hercules and the Lost Kingdom,1994,90,0,0,5.1,18,Action,Adventure,Fantasy,TV Movie,,,,
26640,93077,Rites of Passage,2012,95,2500000,0,4.4,16,Thriller,,,,,,,
26641,228245,The Suspect,2013,89,0,0,5.5,18,Thriller,,,,,,,
26642,44811,Mongolian Death Worm,2010,90,0,0,2.8,6,Horror,Science Fiction,TV Movie,,,,,
26643,14427,Winter Break,2003,92,0,0,3.6,9,Comedy,Drama,,,,,,
26644,117120,The Facility,2012,85,0,0,4.6,14,Horror,Science Fiction,,,,,,
26645,27353,Shredderman Rules,2007,96,0,0,3.7,6,Action,Adventure,Comedy,Family,,,,
26647,53085,Piranha Hunt,2006,125,0,0,6.0,12,TV Movie,Action,Crime,Thriller,,,,
26648,258251,Ironclad 2: Battle for Blood,2014,108,0,0,5.4,34,Action,Adventure,,,,,,
26649,21795,Voices,2007,85,0,0,5.9,17,Horror,Thriller,,,,,,
26650,24556,The Land Before Time XI: Invasion of the Tinysauruses,2005,82,0,0,5.9,35,Fantasy,Animation,Science Fiction,Family,,,,
26651,97732,See Girl Run,2013,90,0,0,4.3,15,Romance,,,,,,,
26652,41235,Ritual,2002,99,0,0,3.7,20,Horror,,,,,,,
26654,31981,Jim Jefferies: I Swear to God,2009,58,0,0,6.8,25,Comedy,,,,,,,
26655,236324,Social Nightmare,2013,91,0,0,5.1,25,TV Movie,Drama,Mystery,,,,,
26656,44862,Once Fallen,2010,89,0,0,4.0,9,Drama,Action,Crime,,,,,
26660,40785,Suddenly,2006,96,0,0,4.8,5,Drama,,,,,,,
26661,98586,Winning Streak,2012,90,0,0,5.1,24,Drama,,,,,,,
26672,48836,Kill Katie Malone,2010,0,0,0,3.9,11,Thriller,Horror,,,,,,
26676,75822,Hercules and the Circle of Fire,1994,90,0,0,5.0,15,Action,Adventure,Fantasy,TV Movie,,,,
26680,43275,Roswell,1994,91,0,0,6.1,13,Drama,Mystery,,,,,,
26681,178541,The Ballad of Lucy Whipple,2001,96,0,0,5.7,6,Family,TV Movie,Drama,,,,,
26682,150004,Taken,2002,877,0,0,7.4,76,Science Fiction,,,,,,,
26688,157919,Knife Fight,2013,99,7000000,0,4.7,13,Drama,,,,,,,
26689,217896,Suddenly,2013,90,0,0,3.7,20,Thriller,,,,,,,
26690,36983,Tornado!,1996,89,0,0,4.0,11,Action,,,,,,,
26692,228676,Mischief Night,2013,87,0,0,4.4,32,Horror,Drama,Thriller,,,,,
26694,226672,Legendary: Tomb of the Dragon,2013,100,12000000,0,4.0,22,Action,Adventure,,,,,,
26695,44507,Red Riding Hood,2006,84,0,0,4.2,5,Family,Foreign,Horror,,,,,
26701,146926,Heatseeker,1995,91,0,0,7.8,2,,,,,,,,
26705,263510,The Hornet's Nest,2014,93,0,0,6.8,21,War,Documentary,History,,,,,
26707,27944,Rain Fall,2009,111,7000000,0,6.0,6,Thriller,Action,Adventure,,,,,
26708,85870,My Way,2012,148,27563396,29193330,6.2,85,Drama,,,,,,,
26709,52788,Sisters,2006,92,60000,0,3.9,18,Mystery,Thriller,Horror,,,,,
26717,54162,Hotel California,2008,0,0,0,4.0,1,Action,Thriller,,,,,,
26718,207641,Project Shadowchaser II,1994,94,0,0,2.0,2,Science Fiction,Action,,,,,,
26720,1260,Lotte from Gadgetville,2006,81,0,0,9.0,4,Adventure,Animation,Comedy,Family,,,,
26724,36258,Orion's Key,1996,99,0,0,1.5,2,Science Fiction,,,,,,,
26727,158870,Newlyweeds,2013,87,0,0,4.8,5,,,,,,,,
26728,172386,Return to Nim's Island,2013,90,0,0,4.8,37,Family,Adventure,,,,,,
26730,47902,Meskada,2010,98,0,0,4.6,6,Crime,Drama,Mystery,Thriller,,,,
26731,48689,Curtain Call,1998,94,0,0,5.6,5,Romance,Science Fiction,,,,,,
26733,73085,Wreckage,2010,87,0,0,3.8,9,Horror,Thriller,,,,,,
26734,88905,Monster Island,2004,120,0,0,4.0,6,Horror,Comedy,Adventure,,,,,
26735,165569,Wuthering Heights,2003,90,0,0,4.5,6,,,,,,,,
26737,57012,Talking to Heaven,2002,142,0,0,4.6,8,Drama,Science Fiction,Crime,Mystery,Thriller,,,
26738,108251,Girl Fight,2011,90,0,0,5.9,9,Drama,TV Movie,,,,,,
26739,43432,Roma,2004,148,2763806,0,6.0,4,Drama,Foreign,,,,,,
26740,30861,The Last House in the Woods,2007,85,0,0,4.7,7,Foreign,Horror,,,,,,
26742,19183,The Derby Stallion,2005,98,750000,4000000,4.7,11,Drama,Family,,,,,,
26743,220746,Jewtopia,2012,90,0,0,4.3,17,Comedy,Romance,,,,,,
26744,52784,His and Hers,2001,96,0,0,4.0,4,Drama,Comedy,,,,,,
26747,31933,The Land Before Time XII: The Great Day of the Flyers,2006,77,0,0,6.2,28,Animation,Family,Science Fiction,,,,,
26750,54782,The Substitute 4: Failure Is Not an Option,2001,91,0,0,6.4,5,Action,Drama,,,,,,
26751,256503,Nas: Time Is Illmatic,2014,74,0,0,7.1,30,Documentary,Music,,,,,,
26752,39477,Small Town Saturday Night,2010,94,0,0,6.6,11,Drama,,,,,,,
26753,52252,Ricky Gervais: Out of England 2 - The Stand-Up Special,2010,74,0,0,7.9,5,Comedy,,,,,,,
26754,231474,The Hunters,2013,85,0,0,5.0,94,Adventure,,,,,,,
26759,48746,The Christmas Party,2009,86,3000000,0,3.9,6,Comedy,,,,,,,
26761,70811,Hercules in the Maze of the Minotaur,1994,90,0,0,5.0,16,Action,Adventure,Fantasy,TV Movie,,,,
26766,252360,In the Name of the King III,2013,85,3500000,0,3.3,19,Action,Adventure,Drama,Fantasy,,,,
26767,15614,Invasion,1997,175,0,0,4.6,9,Drama,Science Fiction,Thriller,,,,,
26768,54653,Last Rites,2006,90,0,0,3.3,3,Adventure,Horror,Action,Science Fiction,,,,
26769,75834,Hercules in the Underworld,1994,91,0,0,4.7,23,Action,Adventure,Fantasy,TV Movie,,,,
26770,18085,Roving Mars,2006,40,0,0,6.6,10,Documentary,,,,,,,
26771,49060,Tempo,2003,83,0,0,4.3,4,Romance,Crime,Thriller,,,,,
26772,49505,Jim Jefferies: Alcoholocaust,2010,120,0,0,7.4,19,Comedy,,,,,,,
26773,72094,Thorne: Scaredycat,2010,128,0,0,5.5,8,Crime,Drama,Mystery,Thriller,,,,
26775,48669,Terror Trap,2010,86,0,0,3.7,16,Horror,Thriller,,,,,,
26778,95919,Love,2012,120,0,0,6.1,17,Drama,Romance,,,,,,
26779,72483,The Twilight of the Golds,1996,92,0,0,7.8,2,Drama,,,,,,,
26780,191717,The Major,2013,99,0,0,6.7,24,Action,Crime,Drama,,,,,
26797,263032,Miss Rose White,1992,100,0,0,0.0,0,TV Movie,Drama,,,,,,
26798,15759,Skylark,1993,95,0,0,6.0,2,Drama,Family,,,,,,
26799,50299,A Lesson Before Dying,1999,101,0,0,4.0,5,TV Movie,Drama,,,,,,
26801,19496,Salem Witch Trials,2002,240,0,0,6.5,9,Drama,History,,,,,,
26802,27137,Sybil,2007,89,0,0,5.6,11,Drama,,,,,,,
26808,48341,License to Live,1999,109,0,0,6.1,5,Drama,,,,,,,
26811,26250,Wanda Sykes: I'ma Be Me,2009,90,0,0,6.0,2,Comedy,,,,,,,
26812,133241,Mariachi Gringo,2012,107,0,0,5.6,4,Comedy,Romance,,,,,,
26820,193603,Hayride,2012,93,60000,0,5.1,6,Thriller,Horror,,,,,,
26821,54105,Immigration Tango,2010,92,0,0,4.0,3,Comedy,Romance,,,,,,
26824,108917,Vito,2011,93,0,0,8.0,3,Documentary,,,,,,,
26827,113737,My Own Country,1998,95,0,0,6.0,1,Drama,,,,,,,
26834,118443,Nothing Too Good for a Cowboy,1998,92,0,0,0.0,0,Drama,Action,Western,Romance,,,,
26835,16356,Riverworld,2003,86,0,0,4.4,10,Fantasy,Science Fiction,Thriller,,,,,
26843,118154,Quiet Flows The Don,2006,0,2000000,0,4.3,5,Drama,,,,,,,
26850,27840,Mark of the Astro-Zombies,2002,86,0,0,3.0,3,Horror,Science Fiction,,,,,,
26851,262609,Astro-Zombies M3: Cloned,2010,105,0,0,3.0,2,,,,,,,,
26856,13699,The Happy Elf,2005,45,53000000,0,4.0,1,Animation,Comedy,Family,,,,,
